"site_id","monitoring","monitoring_id","lake","site","LID","lat","lon","site_size","DHT","date_time","weather","lake_water_clarity_m","sediment_sample","macrophyte_sample","notes","Bottom_visible","Distance_5m","Distance_20m","Riparian_vegetation","Riparian_species","Overhanging_trees","Erosion","Structure","Bedrock","Boulders","Cobble","Gravel","Sand","Mud","Organic_matter","Vegetation_nearby","Vegetation_species","Wood_cover","Temperature","DO_mgl","DO_percent","Conductivity","Specific_conductivity","pH","pH1","Emergent_Native","Emergent_Non_Native","Submerged_Non_Native","Turf_Native","Shape.1","Distance_to_shore.1","Length.1","Width.1","Area.1","Weight.1","Depth_on_R.1","Depth_on_L.1","Height_above.1","Depth_after.1","Volume.1","Sedimentation.1","Accumulation_of_weeds.1","Shape.2","Distance_to_shore.2","Length.2","Width.2","Area.2","Weight.2","Depth_on_R.2","Depth_on_L.2","Height_above.2","Depth_after.2","Volume.2","Sedimentation.2","Accumulation_of_weeds.2","Shape.3","Distance_to_shore.3","Length.3","Width.3","Area.3","Weight.3","Depth_on_R.3","Depth_on_L.3","Height_above.3","Depth_after.3","Volume.3","Sedimentation.3","Accumulation_of_weeds.3","Total_Individuals_Bullies","Total_Individuals_Common_smelt","Total_Individuals_Goldfish","Total_Individuals_Kōura","Total_Individuals_Eel","Total_Individuals_Kōaro","Total_Individuals_Catfish","Total_Individuals_Trout","Total_Individuals_Mosquitofish","Weighted_CPUE_Bullies","Weighted_CPUE_Common_smelt","Weighted_CPUE_Goldfish","Weighted_CPUE_Kōura","Weighted_CPUE_Eel","Weighted_CPUE_Kōaro","Weighted_CPUE_Catfish","Weighted_CPUE_Trout","Weighted_CPUE_Mosquitofish","Weighted_BPUE_Bullies","Weighted_BPUE_Common_smelt","Weighted_BPUE_Goldfish","Weighted_BPUE_Kōura","Weighted_BPUE_Eel","Weighted_BPUE_Kōaro","Weighted_BPUE_Catfish","Weighted_BPUE_Trout","Weighted_BPUE_Mosquitofish","Total_Weight_Bullies","Total_Weight_Common_smelt","Total_Weight_Goldfish","Total_Weight_Kōura","Total_Weight_Eel","Total_Weight_Kōaro","Total_Weight_Catfish","Total_Weight_Trout","Total_Weight_Mosquitofish","Mean_Length_Bullies","Mean_Length_Common_smelt","Mean_Length_Goldfish","Mean_Length_Kōura","Mean_Length_Eel","Mean_Length_Kōaro","Mean_Length_Catfish","Mean_Length_Trout","Mean_Length_Mosquitofish","Mean_Weight_Bullies","Mean_Weight_Common_smelt","Mean_Weight_Goldfish","Mean_Weight_Kōura","Mean_Weight_Eel","Mean_Weight_Kōaro","Mean_Weight_Catfish","Mean_Weight_Trout","Mean_Weight_Mosquitofish","Weighted_CPUE_numerator_Bullies","Weighted_CPUE_numerator_Common_smelt","Weighted_CPUE_numerator_Goldfish","Weighted_CPUE_numerator_Kōura","Weighted_CPUE_numerator_Eel","Weighted_CPUE_numerator_Kōaro","Weighted_CPUE_numerator_Catfish","Weighted_CPUE_numerator_Trout","Weighted_CPUE_numerator_Mosquitofish","Weighted_BPUE_numerator_Bullies","Weighted_BPUE_numerator_Common_smelt","Weighted_BPUE_numerator_Goldfish","Weighted_BPUE_numerator_Kōura","Weighted_BPUE_numerator_Eel","Weighted_BPUE_numerator_Kōaro","Weighted_BPUE_numerator_Catfish","Weighted_BPUE_numerator_Trout","Weighted_BPUE_numerator_Mosquitofish","Total_Effort_sum_Bullies","Total_Effort_sum_Common_smelt","Total_Effort_sum_Goldfish","Total_Effort_sum_Kōura","Total_Effort_sum_Eel","Total_Effort_sum_Kōaro","Total_Effort_sum_Catfish","Total_Effort_sum_Trout","Total_Effort_sum_Mosquitofish","Min_Length_Bullies","Min_Length_Common_smelt","Min_Length_Goldfish","Min_Length_Kōura","Min_Length_Eel","Min_Length_Kōaro","Min_Length_Catfish","Min_Length_Trout","Min_Length_Mosquitofish","Max_Length_Bullies","Max_Length_Common_smelt","Max_Length_Goldfish","Max_Length_Kōura","Max_Length_Eel","Max_Length_Kōaro","Max_Length_Catfish","Max_Length_Trout","Max_Length_Mosquitofish","Min_Weight_Bullies","Min_Weight_Common_smelt","Min_Weight_Goldfish","Min_Weight_Kōura","Min_Weight_Eel","Min_Weight_Kōaro","Min_Weight_Catfish","Min_Weight_Trout","Min_Weight_Mosquitofish","Max_Weight_Bullies","Max_Weight_Common_smelt","Max_Weight_Goldfish","Max_Weight_Kōura","Max_Weight_Eel","Max_Weight_Kōaro","Max_Weight_Catfish","Max_Weight_Trout","Max_Weight_Mosquitofish","Richness","Abundance","Presence_Bullies","Presence_Eel","Presence_Goldfish","Presence_Common_smelt","Presence_Kōaro","Presence_Kōura","Presence_Mosquitofish","Presence_Catfish","Presence_Trout","Predator_Fish_Presence","Dragonfly larvae Small","Caddisfly larvae","Diving beatle","Invertebrates_Richness","Invertebrates_Abundance","Presence_rocks","Period","Date","Time","Year","Month","Day","Season","Date_Time_Numeric","Monitoring_label","Depth_5m","Depth_20m","Slope_0_5m","Slope_0_20m","Habitat_Type","Substrate_index_before","monitoring_int","pair_id","koura_present","Site_type_detail","Substrate_index_after","lunar_phase","lunar_illumination","lunar_name","habitable_depth_m","hypoxia_top_m","surface_temp_C","full_column","monitoring_quality"
"5",1,"5_1","Rotoiti","Stone_pile",54730,-38.0222760864304,176.348643537609,150,"Sandy",2025-04-28 09:00:00,"Cloudy",5,0,0,NA,"1","267.55142706578999","1689.6854318227199",10,"Small trees",0,0,1,0,0,0,0,70,30,0,0,NA,0,16.9,8.26,85.3,139,167.490059043258,6.82,NA,0,0,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,10,2,0,0,0,0,0,2.75,0.5,2.5,0.5,0,0,0,0,0,365.75,0.25,141.75,17.5,0,0,0,0,0,1463,1,567,70,NA,NA,NA,NA,NA,NA,NA,130.2,38.19,NA,NA,NA,NA,NA,251.833333333333,1,56.7,35,NA,NA,NA,NA,NA,11,2,10,2,NA,NA,NA,NA,NA,1463,1,567,70,NA,NA,NA,NA,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,80,31.71,NA,NA,NA,NA,NA,NA,NA,192,44.67,NA,NA,NA,NA,NA,24,1,12,21,NA,NA,NA,NA,NA,582,1,137,49,NA,NA,NA,NA,NA,4,12,1,0,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2025-04-27,"09:00:00",2025,"Apr",28,"Autumn",1745787600,"1 Autumn",267.55142706579,1689.68543182272,0.018687996004486,0.0118365227179744,"Sandy",2.4,1,"3",1,"Stone_pile",2.66496,6.24609738282403,0.00034383911757635,"New",22.6492592592593,22.6159259259259,17.5782021604938,FALSE,"complete"
"6",1,"6_1","Rotoiti","Control",54730,-38.0218725085535,176.348304238168,150,"Sandy",2025-04-28 08:30:00,"Cloudy",5,0,0,"site filled with weed","1","220.524873221001","1741.0626313093101",0,NA,0,0,1,0,0,0,0,100,0,0,1,"Hornwort",0,15.9,3.21,32.2,36.6,45.246631227593,6.5,NA,10,0,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,7,3,0,0,4,0,10,16.25,0,1.75,0.75,0,0,1,0,2.5,121.75,0,2,17,0,0,49.75,0,1.5,487,NA,8,68,NA,NA,199,NA,6,NA,NA,NA,29.8166666666667,NA,NA,133.75,NA,NA,140,NA,4,34,NA,NA,49.75,NA,6,65,NA,7,3,NA,NA,4,NA,10,487,NA,8,68,NA,NA,199,NA,6,4,NA,4,4,NA,NA,4,NA,4,NA,NA,NA,21.28,NA,NA,95,NA,NA,NA,NA,NA,38.35,NA,NA,245,NA,NA,73,NA,0,29,NA,NA,4,NA,6,213,NA,8,39,NA,NA,179,NA,6,5,24,1,0,1,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,0,"After",2025-04-27,"08:30:00",2025,"Apr",28,"Autumn",1745785800,"1 Autumn",220.524873221001,1741.06263130931,0.022673179342401,0.0114872375297376,"Sandy",3,1,"3",1,"Control",3,6.24609738282403,0.00034383911757635,"New",22.6492592592593,22.6159259259259,17.5782021604938,FALSE,"compromised"
"7",1,"7_1","Rotoiti","Stone_pile",54730,-38.0400700989088,176.368333417899,150,"Sandy",2025-04-28 11:44:00,"Cloudy",5,0,0,NA,"1","130.67824847969601","334.10486413213903",100,"Grass",0,0,0,0,0,0,0,100,0,0,0,NA,0,17.9,9.68,102.2,139.2,163.591491362087,7.38,NA,0,0,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,11,2,2,0,80,0,0,0,11.75,2.75,0.5,0.5,0,20,0,0,0,302,62.5,77.75,18.5,0,96.5,0,0,0,1208,250,311,74,NA,386,NA,NA,NA,NA,NA,188.5,38.5,NA,76.25,NA,NA,NA,219.333333333333,250,155.5,37,NA,4.825,NA,NA,NA,47,11,2,2,NA,80,NA,NA,NA,1208,250,311,74,NA,386,NA,NA,NA,4,4,4,4,NA,4,NA,NA,NA,NA,NA,180,37,NA,45,NA,NA,NA,NA,NA,197,40,NA,150,NA,NA,NA,54,250,108,35,NA,1,NA,NA,NA,511,250,203,39,NA,40,NA,NA,NA,5,84,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2025-04-27,"11:44:00",2025,"Apr",28,"Autumn",1745797440,"1 Autumn",130.678248479696,334.104864132139,0.0382619147269706,0.0598614451542075,"Sandy",3,1,"4",1,"Stone_pile",3.20373333333333,6.24609738282403,0.00034383911757635,"New",22.6492592592593,22.6159259259259,17.5782021604938,FALSE,"complete"
"8",1,"8_1","Rotoiti","Control",54730,-38.0399884269911,176.367640974845,150,"Sandy",2025-04-28 11:30:00,"Cloudy",5,0,0,"1 fyke net colappsed","1","69.508184012671805","381.61439291613999",30,"Grass",0,0,0,0,0,0,0,100,0,0,0,NA,0,17.9,9.59,101.2,138.9,163.238923492772,7.45,NA,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,12,0,0,0,14,0,0,0,1.25,3,0,0,0,3.5,0,0,0,252.25,167.75,0,0,0,19.25,0,0,0,1009,671,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,85.7142857142857,NA,NA,NA,131.375,335.5,NA,NA,NA,5.5,NA,NA,NA,5,12,NA,NA,NA,14,NA,NA,NA,1009,671,NA,NA,NA,77,NA,NA,NA,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,14,321,NA,NA,NA,1,NA,NA,NA,399,350,NA,NA,NA,15,NA,NA,NA,3,14,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2025-04-27,"11:30:00",2025,"Apr",28,"Autumn",1745796600,"1 Autumn",69.5081840126718,381.61439291614,0.0719339754163116,0.0524089247451288,"Sandy",3,1,"4",0,"Control",3,6.24609738282403,0.00034383911757635,"New",22.6492592592593,22.6159259259259,17.5782021604938,FALSE,"complete"
"9",1,"9_1","Rotoiti","Stone_pile",54730,-38.0149838,176.4133799,150,"Sandy",2025-04-28 09:30:00,"Cloudy",5,0,0,NA,"1","168.339491020125","259.826404337621",0,NA,0,0,0,0,5,0,15,80,0,0,0,NA,3,17.7,8.84,92.8,132.4,156.371796385969,7.24,NA,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,33,0,14,0,44,0,0,0,5.5,8.25,0,3.5,0,11,0,0,0,210.75,7.25,0,55.5,0,129.5,0,0,0,843,29,NA,222,NA,518,NA,NA,NA,NA,NA,NA,30.4988461538462,NA,101.204545454545,NA,NA,NA,213.5,14.5,NA,23.3076923076923,NA,11.7727272727273,NA,NA,NA,22,33,NA,14,NA,44,NA,NA,NA,843,29,NA,222,NA,518,NA,NA,NA,4,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,18,NA,68,NA,NA,NA,NA,NA,NA,36.81,NA,170,NA,NA,NA,11,9,NA,5,NA,3,NA,NA,NA,460,20,NA,41,NA,60,NA,NA,NA,4,58,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2025-04-27,"09:30:00",2025,"Apr",28,"Autumn",1745789400,"1 Autumn",168.339491020125,259.826404337621,0.029701883792688,0.076974470901009,"Sandy",3.35,1,"5",1,"Stone_pile",3.61389333333333,6.24609738282403,0.00034383911757635,"New",22.6492592592593,22.6159259259259,17.5782021604938,FALSE,"complete"
"10",1,"10_1","Rotoiti","Control",54730,-38.0149894250948,176.414205051426,150,"Rocky",2025-04-28 09:45:00,"Cloudy",5,0,0,NA,"1","138.622117701376","221.36538172916099",20,"Flax",0,0,0,0,0,50,50,0,0,0,0,NA,0,17.9,9.19,97,133.4,156.775179222,7.46,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,69,0,6,1,30,0,0,0,3,23,0,2,0.333333333333333,10,0,0,0,315,19.3333333333333,0,19.3333333333333,533.333333333333,84.3333333333333,0,0,0,945,58,NA,58,1600,253,NA,NA,NA,NA,NA,NA,24.8,800,92.5,NA,NA,NA,238.5,29,NA,12.6,1600,8.43333333333333,NA,NA,NA,9,69,NA,6,1,30,NA,NA,NA,945,58,NA,58,1600,253,NA,NA,NA,3,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,14,800,50,NA,NA,NA,NA,NA,NA,28,800,155,NA,NA,NA,9,16,NA,2,1600,1,NA,NA,NA,519,42,NA,17,1600,46,NA,NA,NA,5,37,1,1,0,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,1,"After",2025-04-27,"09:45:00",2025,"Apr",28,"Autumn",1745790300,"1 Autumn",138.622117701376,221.365381729161,0.0360692801618509,0.090348363613918,"Rocky",5,1,"5",1,"Control",5,6.24609738282403,0.00034383911757635,"New",22.6492592592593,22.6159259259259,17.5782021604938,FALSE,"complete"
"11",1,"11_1","Rotoiti","Reference",54730,-38.0276056022708,176.40494378912,150,"Rocky",2025-04-30 16:17:00,"Sunny",5,0,0,NA,"1","38.942244562325001","121.850769016352",0,"0",0,0,0,0,90,0,0,10,0,0,0,NA,0,17.3,9.8,102.2,130,152.3,7.76,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,4,0,271,0,0,0,3.5,0,0,1,0,67.75,0,0,0,683.333333333333,683.333333333333,0,12.25,0,683.333333333333,0,0,0,2733.33333333333,2733.33333333333,NA,49,NA,2733.33333333333,NA,NA,NA,NA,NA,NA,23.75,NA,NA,NA,NA,NA,1366.66666666667,1366.66666666667,NA,12.25,NA,1366.66666666667,NA,NA,NA,14,0,NA,4,NA,271,NA,NA,NA,2733.33333333333,2733.33333333333,NA,49,NA,2733.33333333333,NA,NA,NA,4,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,700,700,NA,4,NA,700,NA,NA,NA,2033.33333333333,2033.33333333333,NA,29,NA,2033.33333333333,NA,NA,NA,3,275,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,1,"After",2025-04-30,"16:17:00",2025,"Apr",30,"Autumn",1745986620,"1 Autumn",38.942244562325,121.850769016352,0.128395269871971,0.164135197187931,"Rocky",6.6,1,"6",1,"Reference_1",6.6,0.601218206801189,0.0876764243159736,"New",23.2418518518519,23.1655555555556,17.3089891975309,FALSE,"complete"
"12",1,"12_1","Rotoiti","Reference",54730,-38.027783,176.4042814,150,"Rocky",2025-04-30 16:17:00,"Sunny",5,0,0,NA,"1","70.918634145760194","162.05012479636801",100,"Native forest",100,0,0,0,20,80,0,0,0,0,0,NA,0,17.3,9.8,102.2,130,152.3,7.76,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,2,4,0,9,1,0,0,5,0,0.5,1,0,2.25,0.25,0,0,106.5,379.25,0,15.5,0,0,1.75,0,0,426,1517,0,62,NA,0,7,NA,NA,NA,NA,NA,22.5,NA,NA,85,NA,NA,426,505.666666666667,NA,11.6666666666667,NA,NA,7,NA,NA,20,0,2,4,NA,9,1,NA,NA,426,1517,0,62,NA,0,7,NA,NA,4,4,4,4,NA,4,4,NA,NA,NA,NA,NA,18,NA,NA,85,NA,NA,NA,NA,NA,30,NA,NA,85,NA,NA,426,491,NA,4,NA,NA,7,NA,NA,426,527,NA,27,NA,NA,7,NA,NA,5,16,1,0,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1,"After",2025-04-30,"16:17:00",2025,"Apr",30,"Autumn",1745986620,"1 Autumn",70.9186341457602,162.050124796368,0.0705033318848671,0.123418602886804,"Rocky",6.2,1,"6",1,"Reference_2",6.2,0.601218206801189,0.0876764243159736,"New",23.2418518518519,23.1655555555556,17.3089891975309,FALSE,"complete"
"13",1,"13_1","Rotoiti","Reference",54730,-38.0401949,176.3586787,150,"Sandy",2025-04-30 17:11:00,"Sunny",5,0,0,"All nets collapsed","1","63.335015819361701","218.54441100186699",100,"Native forest",100,0,0,10,0,0,10,80,0,0,0,NA,0,17.2,9.78,101.6,130.9,153.9,7.94,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"After",2025-04-30,"17:11:00",2025,"Apr",30,"Autumn",1745989860,"1 Autumn",63.3350158193617,218.544411001867,0.0789452711950138,0.0915145800723732,"Sandy",3.6,1,"7",NA,"Reference_1",3.6,0.601218206801189,0.0876764243159736,"New",23.2418518518519,23.1655555555556,17.3089891975309,FALSE,"compromised"
"14",1,"14_1","Rotoiti","Reference",54730,-38.0398114,176.3581623,150,"Sandy",2025-04-30 17:11:00,"Sunny",5,0,0,"All nets collapsed","1","59.880478669367001","183.12960987940701",100,"Native forest",100,0,0,10,0,0,0,90,0,0,0,NA,0,17.2,9.78,101.6,130.9,153.9,7.94,NA,0,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"After",2025-04-30,"17:11:00",2025,"Apr",30,"Autumn",1745989860,"1 Autumn",59.880478669367,183.129609879407,0.083499666520833,0.109212267820426,"Sandy",3.5,1,"7",NA,"Reference_2",3.5,0.601218206801189,0.0876764243159736,"New",23.2418518518519,23.1655555555556,17.3089891975309,FALSE,"compromised"
"15",1,"15_1","Rotoiti","Reference",54730,-38.0354320054637,176.345087343881,150,"Rocky",2025-04-30 12:41:00,"Sunny",5,0,0,NA,"1","57.9411293181277","639.03395274642901",100,"Native forest",100,0,0,50,0,0,0,20,0,30,1,"Hornwort",6,17.4,9.31,97.1,138.3,161.8,8.46,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,20,1,7,0,14,0,0,0,2,5,0.25,1.75,0,3.5,0,0,0,122.25,0,15,67.75,0,23.75,0,0,0,489,0,60,271,NA,95,NA,NA,NA,NA,NA,155,35.4285714285714,NA,NA,NA,NA,NA,244.5,NA,60,38.7142857142857,NA,95,NA,NA,NA,8,20,1,7,NA,14,NA,NA,NA,489,0,60,271,NA,95,NA,NA,NA,4,4,4,4,NA,4,NA,NA,NA,NA,NA,155,27,NA,NA,NA,NA,NA,NA,NA,155,45,NA,NA,NA,NA,NA,213,NA,60,18,NA,95,NA,NA,NA,276,NA,60,66,NA,95,NA,NA,NA,5,22,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2025-04-30,"12:41:00",2025,"Apr",30,"Autumn",1745973660,"1 Autumn",57.9411293181277,639.033952746429,0.0862944864700053,0.0312972415848084,"Rocky",5.2,1,"8",1,"Reference_1",5.2,0.601218206801189,0.0876764243159736,"New",23.2418518518519,23.1655555555556,17.3089891975309,FALSE,"complete"
"16",1,"16_1","Rotoiti","Reference",54730,-38.035946522854,176.345727107707,150,"Rocky",2025-04-30 13:08:00,"Sunny",5,0,0,NA,"1","27.586278169075001","565.61863728637502",100,"Native forest",100,0,0,50,0,0,0,20,0,30,0,NA,2,17.4,9.45,98.5,138.3,161.9,7.6,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,30,15,8,0,9,0,0,0,4,7.5,3.75,2,0,2.25,0,0,0,219,0,295.75,99.5,0,22.5,0,0,0,876,0,1183,398,NA,90,NA,NA,NA,NA,NA,132.533333333333,37.5,NA,50,NA,NA,NA,148,NA,78.8666666666667,49.75,NA,30,NA,NA,NA,16,30,15,8,NA,9,NA,NA,NA,876,0,1183,398,NA,90,NA,NA,NA,4,4,4,4,NA,4,NA,NA,NA,NA,NA,80,19,NA,50,NA,NA,NA,NA,NA,205,58,NA,50,NA,NA,NA,6,NA,12,8,NA,1,NA,NA,NA,440,NA,245,108,NA,60,NA,NA,NA,5,32,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,0,"After",2025-04-30,"13:08:00",2025,"Apr",30,"Autumn",1745975280,"1 Autumn",27.586278169075,565.618637286375,0.181249531718459,0.0353595137811449,"Rocky",5.2,1,"8",1,"Reference_2",5.2,0.601218206801189,0.0876764243159736,"New",23.2418518518519,23.1655555555556,17.3089891975309,FALSE,"complete"
"17",1,"17_1","Rotoiti","Reference",54730,-38.0174132,176.3755268,150,"Rocky",2025-04-30 14:10:00,"Sunny",5,0,0,NA,"1","13.9155980353024","411.55710413086803",100,"Native forest",100,0,0,0,50,0,0,50,0,0,0,NA,30,17.4,9.63,100.5,131.7,154.2,7.48,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,3,11,0,4,5,0,0,2.5,2.5,0.75,2.75,0,1,1.25,0,0,174.5,0,51,55,0,4.75,206.75,0,0,698,0,204,220,NA,19,827,NA,NA,NA,NA,138,27.1458333333333,NA,NA,179,NA,NA,349,NA,68,18.5416666666667,NA,9.5,165.4,NA,NA,10,10,3,11,NA,4,5,NA,NA,698,0,204,220,NA,19,827,NA,NA,4,4,4,4,NA,4,4,NA,NA,NA,NA,100,20,NA,NA,85,NA,NA,NA,NA,164,38,NA,NA,325,NA,NA,188,NA,21,7,NA,9,7,NA,NA,510,NA,106,41,NA,10,489,NA,NA,6,23,1,0,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1,"After",2025-04-30,"14:10:00",2025,"Apr",30,"Autumn",1745979000,"1 Autumn",13.9155980353024,411.557104130868,0.359309027705136,0.0485959294573138,"Rocky",5,1,"9",1,"Reference_1",5,0.601218206801189,0.0876764243159736,"New",23.2418518518519,23.1655555555556,17.3089891975309,FALSE,"complete"
"18",1,"18_1","Rotoiti","Reference",54730,-38.0172588,176.3757789,150,"Rocky",2025-04-30 14:10:00,"Sunny",5,0,0,NA,"1","10.2582815366794","393.99543134125298",100,"Native forest",100,0,0,0,80,0,0,20,0,0,0,NA,7,17.4,9.63,100.5,131.7,154.2,7.48,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,4,5,0,3,7,0,0,5,0.25,1,1.25,0,0.75,1.75,0,0,39.75,0,142,19.5,0,12.75,157.25,0,0,159,0,568,78,NA,51,629,NA,NA,NA,NA,153.25,23.6666666666667,NA,101.666666666667,129.571428571429,NA,NA,79.5,NA,142,14,NA,17,89.8571428571429,NA,NA,20,1,4,5,NA,3,7,NA,NA,159,0,568,78,NA,51,629,NA,NA,4,4,4,4,NA,4,4,NA,NA,NA,NA,105,20,NA,90,75,NA,NA,NA,NA,203,30,NA,120,335,NA,NA,15,NA,21,4,NA,12,5,NA,NA,144,NA,232,26,NA,21,550,NA,NA,6,19,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,"After",2025-04-30,"14:10:00",2025,"Apr",30,"Autumn",1745979000,"1 Autumn",10.2582815366794,393.995431341253,0.487411071934617,0.0507620099347734,"Rocky",6.2,1,"9",1,"Reference_2",6.2,0.601218206801189,0.0876764243159736,"New",23.2418518518519,23.1655555555556,17.3089891975309,FALSE,"complete"
